Total amount Withdrawn,No Of Withdrawals
475200.0,128.0
521800.0,100.0
381900.0,92.0
591000.0,152.0
911900.0,198.0
370000.0,133.0
536700.0,93.0
314500.0,80.0
865092.0,189.0
782600.0,161.0
713800.0,198.0
354200.0,107.0
402100.0,124.0
477200.0,141.0
448600.0,118.0
326600.0,129.0
506100.0,107.0
317200.0,113.0
861200.0,206.0
1219100.0,258.0
926800.0,211.0
677200.0,112.0
359700.0,92.0
865092.0,189.0
881000.0,171.0
683100.0,171.0
606700.0,111.0
415100.0,105.0
695857.0,152.0
865092.0,189.0
520800.0,165.0
694500.0,132.0
277200.0,92.0
695857.0,152.0
865092.0,189.0
642300.0,176.0
401700.0,84.0
205200.0,91.0
627800.0,143.0
1091000.0,185.0
603700.0,163.0
645800.0,119.0
480300.0,131.0
619000.0,143.0
607600.0,155.0
625900.0,175.0
383200.0,94.0
418700.0,149.0
368900.0,101.0
403600.0,99.0
353100.0,150.0
543500.0,129.0
421500.0,130.0
695857.0,152.0
865092.0,189.0
515500.0,180.0
580700.0,115.0
492600.0,128.0
574300.0,152.0
1091300.0,220.0
594300.0,180.0
317800.0,65.0
321100.0,123.0
865092.0,189.0
733600.0,138.0
744800.0,203.0
753900.0,129.0
561100.0,177.0
695857.0,152.0
865092.0,189.0
1033900.0,279.0
545300.0,113.0
341900.0,113.0
865092.0,189.0
676300.0,124.0
899300.0,196.0
784400.0,132.0
340000.0,103.0
695857.0,152.0
865092.0,189.0
1089200.0,270.0
233400.0,48.0
420700.0,112.0
569239.0,130.0
753867.0,187.0
1187800.0,264.0
621500.0,115.0
335000.0,101.0
753867.0,187.0
866200.0,220.0
876300.0,201.0
660400.0,137.0
391000.0,96.0
569239.0,130.0
753867.0,187.0
794400.0,184.0
482993.0,97.0
360500.0,120.0
735300.0,186.0
436600.0,126.0
605100.0,164.0
595400.0,87.0
155700.0,61.0
753867.0,187.0
821400.0,152.0
604500.0,159.0
632300.0,110.0
442000.0,103.0
569239.0,130.0
753867.0,187.0
945300.0,221.0
686600.0,139.0
268100.0,107.0
569239.0,130.0
611000.0,137.0
604600.0,196.0
361000.0,73.0
525100.0,138.0
753867.0,187.0
687400.0,159.0
861200.0,223.0
624700.0,107.0
360100.0,120.0
569239.0,130.0
753867.0,187.0
862800.0,226.0
322900.0,77.0
330772.0,102.0
569239.0,130.0
753867.0,187.0
589700.0,149.0
487100.0,97.0
319500.0,75.0
753867.0,187.0
804800.0,164.0
700400.0,161.0
682700.0,118.0
370300.0,116.0
958800.0,193.0
441900.0,100.0
1029600.0,205.0
329200.0,70.0
337400.0,106.0
396000.0,74.0
1112600.0,260.0
547100.0,143.0
244500.0,67.0
353900.0,115.0
753867.0,187.0
453400.0,128.0
763700.0,186.0
406400.0,121.0
441700.0,122.0
400700.0,129.0
516300.0,131.0
401100.0,135.0
154700.0,38.0
284100.0,91.0
569239.0,130.0
753867.0,187.0
788500.0,132.0
617900.0,98.0
331000.0,96.0
626200.0,148.0
1026500.0,234.0
288500.0,87.0
485000.0,92.0
250800.0,94.0
753867.0,187.0
580800.0,122.0
721900.0,175.0
504000.0,84.0
351900.0,92.0
753867.0,187.0
471700.0,114.0
482600.0,145.0
517300.0,103.0
330000.0,107.0
560600.0,127.0
899500.0,241.0
859800.0,188.0
421700.0,94.0
191000.0,91.0
753867.0,187.0
714800.0,134.0
669400.0,216.0
516200.0,107.0
263400.0,99.0
380100.0,96.0
584000.0,148.0
397200.0,125.0
499000.0,111.0
270000.0,77.0
753867.0,187.0
402300.0,100.0
606000.0,157.0
386800.0,89.0
293300.0,107.0
413900.0,111.0
888400.0,226.0
707300.0,162.0
626100.0,132.0
344400.0,101.0
346200.0,78.0
1082700.0,242.0
765600.0,167.0
737900.0,146.0
259800.0,79.0
753867.0,187.0
621800.0,106.0
624000.0,170.0
738000.0,140.0
297700.0,95.0
339400.0,100.0
950400.0,238.0
735500.0,173.0
470500.0,90.0
382600.0,123.0
753867.0,187.0
536200.0,121.0
799500.0,213.0
224100.0,58.0
317400.0,108.0
347100.0,84.0
496500.0,163.0
387000.0,118.0
219500.0,52.0
344000.0,108.0
753867.0,187.0
696772.0,174.0
627400.0,133.0
605400.0,124.0
593100.0,147.0
668414.0,179.0
760600.0,159.0
1064000.0,228.0
483300.0,104.0
545900.0,111.0
643800.0,183.0
1049600.0,215.0
710100.0,188.0
379600.0,86.0
428200.0,121.0
538288.0,124.0
951900.0,205.0
586700.0,163.0
11800.0,4.0
462300.0,115.0
538288.0,124.0
1149300.0,236.0
721300.0,181.0
724200.0,134.0
376700.0,99.0
847722.0,198.0
626000.0,139.0
740300.0,171.0
778400.0,134.0
566200.0,137.0
538288.0,124.0
847722.0,198.0
898900.0,236.0
455200.0,118.0
378700.0,99.0
538288.0,124.0
668414.0,179.0
1100700.0,262.0
579400.0,119.0
443700.0,147.0
538288.0,124.0
1159800.0,271.0
859200.0,223.0
432800.0,93.0
334800.0,113.0
538288.0,124.0
552000.0,144.0
501400.0,147.0
375000.0,100.0
291600.0,89.0
538288.0,124.0
847722.0,198.0
916300.0,191.0
521100.0,104.0
384400.0,103.0
786200.0,158.0
1076400.0,188.0
619700.0,153.0
396800.0,83.0
313900.0,102.0
447000.0,124.0
332800.0,78.0
586600.0,142.0
312300.0,105.0
448200.0,145.0
200500.0,78.0
590200.0,210.0
384500.0,153.0
948200.0,153.0
337300.0,102.0
847722.0,198.0
854000.0,193.0
606100.0,185.0
537400.0,107.0
244800.0,74.0
847722.0,198.0
818300.0,156.0
657700.0,178.0
469800.0,89.0
401600.0,115.0
847722.0,198.0
641400.0,138.0
572200.0,167.0
625000.0,117.0
360600.0,100.0
847722.0,198.0
548900.0,107.0
563300.0,167.0
460200.0,95.0
351700.0,98.0
553300.0,116.0
934000.0,235.0
525400.0,162.0
568300.0,141.0
380500.0,134.0
862600.0,158.0
674300.0,193.0
946800.0,278.0
502300.0,120.0
326600.0,122.0
424000.0,115.0
435100.0,126.0
529300.0,169.0
133500.0,48.0
300400.0,99.0
483000.0,91.0
1115100.0,259.0
926800.0,206.0
602600.0,108.0
326200.0,101.0
847722.0,198.0
436000.0,95.0
608600.0,185.0
690500.0,144.0
350400.0,114.0
847722.0,198.0
472200.0,105.0
646300.0,179.0
249900.0,54.0
386600.0,125.0
847722.0,198.0
470000.0,119.0
664300.0,171.0
680000.0,96.0
404600.0,108.0
504600.0,119.0
917000.0,209.0
732500.0,180.0
544600.0,109.0
316900.0,94.0
847722.0,198.0
668414.0,179.0
369300.0,120.0
501700.0,103.0
204100.0,80.0
167700.0,60.0
364900.0,106.0
388700.0,148.0
457600.0,113.0
332000.0,115.0
847722.0,198.0
496100.0,119.0
651200.0,155.0
393400.0,91.0
164900.0,48.0
231100.0,75.0
674700.0,161.0
368500.0,110.0
620100.0,106.0
288000.0,103.0
386800.0,100.0
1117200.0,232.0
839100.0,200.0
213000.0,43.0
424100.0,114.0
847722.0,198.0
735500.0,157.0
963800.0,226.0
556800.0,130.0
463800.0,119.0
619576.0,148.0
1114800.0,248.0
685600.0,189.0
607300.0,128.0
385900.0,97.0
619576.0,148.0
1212800.0,263.0
773700.0,194.0
758300.0,133.0
683500.0,159.0
619576.0,148.0
852383.0,203.0
949600.0,243.0
520917.0,103.0
476200.0,124.0
619576.0,148.0
852383.0,203.0
814200.0,222.0
561900.0,111.0
298800.0,101.0
852383.0,203.0
684200.0,130.0
850400.0,183.0
632900.0,124.0
302600.0,118.0
569700.0,105.0
878100.0,255.0
689500.0,177.0
607300.0,126.0
292100.0,86.0
852383.0,203.0
872500.0,187.0
659300.0,162.0
653300.0,97.0
540500.0,131.0
852383.0,203.0
661600.0,167.0
841900.0,182.0
763100.0,138.0
362800.0,104.0
619576.0,148.0
852383.0,203.0
809800.0,215.0
813700.0,139.0
564600.0,146.0
619576.0,148.0
852383.0,203.0
899500.0,229.0
691300.0,112.0
442400.0,127.0
619576.0,148.0
852383.0,203.0
770600.0,194.0
278000.0,35.0
407400.0,77.0
526100.0,124.0
654100.0,109.0
808000.0,149.0
485100.0,112.0
92200.0,30.0
852383.0,203.0
535300.0,158.0
437000.0,164.0
660500.0,139.0
399500.0,113.0
852383.0,203.0
905200.0,212.0
831500.0,225.0
367400.0,84.0
308200.0,104.0
365300.0,100.0
623100.0,169.0
427200.0,150.0
471900.0,92.0
369700.0,106.0
852383.0,203.0
991500.0,186.0
506300.0,157.0
241000.0,82.0
390400.0,122.0
463400.0,136.0
506300.0,147.0
410100.0,128.0
218600.0,65.0
189600.0,82.0
852383.0,203.0
592600.0,164.0
639100.0,177.0
658800.0,114.0
328100.0,90.0
852383.0,203.0
441500.0,142.0
540300.0,173.0
338000.0,49.0
352000.0,107.0
852383.0,203.0
593100.0,125.0
675200.0,164.0
367000.0,88.0
292200.0,93.0
707900.0,140.0
1071800.0,249.0
552100.0,171.0
467100.0,118.0
398800.0,108.0
609800.0,155.0
866900.0,220.0
419600.0,133.0
515200.0,87.0
335100.0,106.0
852383.0,203.0
785100.0,221.0
589600.0,184.0
318400.0,105.0
314300.0,115.0
361800.0,125.0
469500.0,133.0
211600.0,97.0
508300.0,105.0
246400.0,84.0
570700.0,137.0
1179700.0,257.0
693200.0,176.0
534800.0,110.0
224100.0,73.0
852383.0,203.0
635500.0,127.0
703000.0,181.0
374600.0,77.0
369100.0,101.0
852383.0,203.0
635500.0,147.0
641600.0,190.0
562400.0,105.0
555400.0,133.0
619576.0,148.0
852383.0,203.0
648000.0,183.0
300100.0,66.0
201000.0,75.0
502800.0,112.0
831100.0,197.0
362300.0,108.0
841100.0,126.0
272600.0,73.0
619576.0,148.0
852383.0,203.0
942900.0,234.0
473300.0,91.0
289700.0,92.0
619576.0,148.0
820400.0,190.0
549900.0,178.0
588300.0,138.0
508700.0,141.0
577000.0,138.0
1193200.0,261.0
769500.0,180.0
430300.0,94.0
175500.0,48.0
357400.0,81.0
467200.0,114.0
197100.0,73.0
314900.0,90.0
350000.0,117.0
529800.0,136.0
507600.0,121.0
493400.0,160.0
391704.0,84.0
408700.0,125.0
842753.0,195.0
803400.0,160.0
741800.0,157.0
563300.0,81.0
145900.0,40.0
842753.0,195.0
675100.0,138.0
493300.0,147.0
393800.0,92.0
482500.0,110.0
560375.0,132.0
842753.0,195.0
722800.0,179.0
791000.0,142.0
327100.0,88.0
726200.0,160.0
1213200.0,264.0
822000.0,200.0
432900.0,92.0
266000.0,87.0
842753.0,195.0
822000.0,160.0
1004500.0,265.0
535500.0,108.0
481500.0,121.0
842753.0,195.0
668100.0,164.0
847500.0,221.0
603100.0,122.0
501200.0,133.0
560375.0,132.0
842753.0,195.0
806400.0,196.0
391704.0,84.0
533300.0,139.0
311500.0,82.0
558700.0,144.0
681800.0,153.0
270300.0,40.0
429100.0,119.0
742500.0,166.0
443700.0,109.0
883500.0,167.0
477500.0,91.0
505500.0,146.0
842753.0,195.0
888800.0,186.0
494100.0,190.0
259800.0,62.0
452400.0,158.0
569900.0,155.0
878700.0,214.0
378800.0,159.0
535900.0,109.0
336000.0,123.0
560375.0,132.0
842753.0,195.0
736400.0,167.0
543900.0,108.0
323100.0,124.0
842753.0,195.0
373800.0,111.0
421200.0,141.0
74500.0,6.0
381300.0,122.0
747300.0,151.0
1010000.0,235.0
686500.0,191.0
112100.0,37.0
348600.0,116.0
556200.0,160.0
1062400.0,238.0
618700.0,164.0
216200.0,61.0
336300.0,118.0
624100.0,122.0
1034000.0,232.0
667200.0,153.0
500100.0,98.0
288100.0,131.0
762000.0,151.0
1119900.0,223.0
716500.0,192.0
321000.0,72.0
396000.0,131.0
169600.0,75.0
571800.0,142.0
307300.0,110.0
519200.0,97.0
146000.0,50.0
497000.0,144.0
951400.0,218.0
473200.0,143.0
37700.0,25.0
514800.0,142.0
384400.0,97.0
1020100.0,216.0
547300.0,124.0
424200.0,78.0
367800.0,123.0
394100.0,103.0
1078700.0,229.0
815100.0,213.0
465200.0,75.0
275500.0,113.0
842753.0,195.0
405800.0,113.0
758300.0,214.0
439400.0,109.0
408800.0,106.0
842753.0,195.0
348100.0,99.0
591300.0,196.0
273500.0,76.0
409000.0,152.0
514900.0,124.0
629100.0,149.0
462000.0,137.0
188900.0,82.0
212400.0,58.0
560375.0,132.0
587100.0,198.0
449700.0,161.0
153700.0,53.0
125200.0,43.0
560375.0,132.0
842753.0,195.0
960400.0,271.0
501500.0,119.0
467000.0,115.0
560375.0,132.0
842753.0,195.0
1141800.0,240.0
717300.0,118.0
420900.0,116.0
785300.0,174.0
1193500.0,256.0
786500.0,214.0
576200.0,117.0
316100.0,86.0
604933.0,140.0
904300.0,209.0
881600.0,196.0
469300.0,67.0
423900.0,82.0
604933.0,140.0
898207.0,209.0
834100.0,180.0
496537.0,97.0
637200.0,140.0
898207.0,209.0
910400.0,166.0
668000.0,172.0
599700.0,104.0
369500.0,90.0
898207.0,209.0
619400.0,113.0
916900.0,243.0
584900.0,124.0
544900.0,133.0
898207.0,209.0
617600.0,124.0
629800.0,167.0
706600.0,118.0
364800.0,98.0
471200.0,123.0
1154800.0,257.0
711500.0,186.0
439100.0,103.0
417060.0,112.0
638900.0,173.0
542600.0,166.0
543700.0,246.0
677400.0,134.0
438400.0,114.0
898207.0,209.0
622700.0,130.0
871700.0,207.0
668100.0,134.0
447900.0,120.0
604933.0,140.0
898207.0,209.0
734400.0,198.0
794800.0,119.0
395600.0,104.0
607953.0,160.0
780000.0,184.0
1129500.0,254.0
368900.0,64.0
515800.0,102.0
627600.0,141.0
474600.0,94.0
537900.0,131.0
264700.0,64.0
314800.0,105.0
604933.0,140.0
898207.0,209.0
917200.0,191.0
574300.0,87.0
456400.0,108.0
587400.0,108.0
1132700.0,253.0
591700.0,166.0
457900.0,79.0
259900.0,107.0
898207.0,209.0
518800.0,107.0
778400.0,200.0
688100.0,124.0
520500.0,121.0
898207.0,209.0
660300.0,134.0
663500.0,167.0
299300.0,73.0
494200.0,142.0
824600.0,189.0
1155300.0,263.0
462400.0,130.0
519500.0,98.0
407300.0,123.0
604933.0,140.0
1081000.0,263.0
489000.0,162.0
358700.0,93.0
529100.0,153.0
898207.0,209.0
680100.0,166.0
24000.0,3.0
630100.0,115.0
405300.0,105.0
604933.0,140.0
898207.0,209.0
663100.0,216.0
629000.0,135.0
507000.0,115.0
604933.0,140.0
898207.0,209.0
645800.0,181.0
97400.0,47.0
529000.0,155.0
356700.0,123.0
230700.0,78.0
245800.0,67.0
330300.0,60.0
367200.0,141.0
540600.0,115.0
1041600.0,242.0
266100.0,83.0
308900.0,67.0
295100.0,104.0
648900.0,181.0
986800.0,207.0
434700.0,109.0
444800.0,89.0
283200.0,109.0
898207.0,209.0
767500.0,178.0
567800.0,151.0
334900.0,81.0
408100.0,101.0
531400.0,153.0
559700.0,150.0
261000.0,89.0
427900.0,94.0
454500.0,102.0
898207.0,209.0
537900.0,126.0
542600.0,143.0
614900.0,120.0
262200.0,77.0
333500.0,114.0
967500.0,219.0
522200.0,149.0
436000.0,91.0
277500.0,76.0
898207.0,209.0
481600.0,110.0
683800.0,129.0
443400.0,97.0
337800.0,98.0
465100.0,117.0
918500.0,221.0
546700.0,152.0
433700.0,99.0
527700.0,129.0
898207.0,209.0
510900.0,104.0
816700.0,179.0
784300.0,158.0
435200.0,115.0
826676.0,188.0
710000.0,136.0
649500.0,190.0
423900.0,102.0
396100.0,112.0
579650.0,134.0
826676.0,188.0
649600.0,178.0
551100.0,110.0
339300.0,114.0
762800.0,200.0
1166700.0,248.0
684000.0,174.0
542238.0,107.0
441100.0,130.0
579650.0,134.0
826676.0,188.0
535900.0,167.0
407400.0,84.0
203300.0,77.0
254600.0,60.0
454600.0,108.0
286500.0,113.0
710900.0,134.0
452800.0,120.0
826676.0,188.0
839200.0,169.0
685300.0,177.0
885600.0,142.0
266800.0,88.0
721000.0,165.0
1093700.0,244.0
903200.0,173.0
745400.0,135.0
137000.0,50.0
826676.0,188.0
596800.0,182.0
867700.0,253.0
417500.0,91.0
439900.0,126.0
483400.0,120.0
968000.0,216.0
667600.0,187.0
657700.0,110.0
288600.0,109.0
579650.0,134.0
826676.0,188.0
818600.0,239.0
724800.0,128.0
340200.0,98.0
987100.0,193.0
1027200.0,230.0
781900.0,152.0
729700.0,112.0
481200.0,127.0
514400.0,125.0
241600.0,57.0
488400.0,150.0
402800.0,88.0
443700.0,94.0
623800.0,122.0
1005900.0,207.0
502300.0,146.0
435800.0,90.0
340800.0,112.0
486200.0,108.0
902600.0,204.0
463900.0,121.0
477800.0,109.0
529500.0,136.0
710700.0,132.0
1074800.0,244.0
495000.0,149.0
375000.0,107.0
368600.0,131.0
416300.0,120.0
440400.0,125.0
270300.0,104.0
491200.0,113.0
316800.0,102.0
690500.0,177.0
860700.0,235.0
468000.0,134.0
317700.0,70.0
367900.0,111.0
674600.0,157.0
713900.0,168.0
498800.0,146.0
316900.0,76.0
366200.0,128.0
485400.0,150.0
965700.0,245.0
571100.0,123.0
570100.0,98.0
310100.0,87.0
641300.0,154.0
987200.0,205.0
514500.0,123.0
432700.0,93.0
271300.0,97.0
826676.0,188.0
392600.0,86.0
414100.0,114.0
694100.0,127.0
356600.0,115.0
826676.0,188.0
662600.0,131.0
674800.0,144.0
332200.0,78.0
390100.0,108.0
277900.0,88.0
515800.0,127.0
302400.0,105.0
516700.0,89.0
332000.0,100.0
439700.0,110.0
1066400.0,217.0
597600.0,142.0
499400.0,85.0
412300.0,118.0
495300.0,131.0
797500.0,221.0
534900.0,132.0
706900.0,128.0
293800.0,88.0
826676.0,188.0
479300.0,115.0
527800.0,147.0
577600.0,114.0
380300.0,127.0
481200.0,97.0
936400.0,206.0
572700.0,121.0
452400.0,94.0
671600.0,165.0
517600.0,101.0
719800.0,144.0
602800.0,134.0
608200.0,111.0
260500.0,61.0
579650.0,134.0
667600.0,135.0
829500.0,190.0
479100.0,114.0
392300.0,106.0
726600.0,163.0
753700.0,159.0
427200.0,122.0
553100.0,122.0
340600.0,128.0
353600.0,99.0
734800.0,175.0
509000.0,146.0
313300.0,60.0
485800.0,128.0
494607.0,123.0
1027100.0,183.0
787200.0,204.0
742100.0,136.0
406600.0,119.0
685700.0,127.0
1100500.0,212.0
629600.0,139.0
268400.0,46.0
439100.0,114.0
685121.0,155.0
915700.0,215.0
768600.0,188.0
494400.0,96.0
269600.0,71.0
685121.0,155.0
570800.0,117.0
660100.0,168.0
716800.0,108.0
374100.0,98.0
685121.0,155.0
466200.0,111.0
635800.0,159.0
750500.0,128.0
333700.0,106.0
494607.0,123.0
685121.0,155.0
1050300.0,244.0
550900.0,103.0
281000.0,82.0
685121.0,155.0
466700.0,130.0
666800.0,178.0
582400.0,108.0
490600.0,122.0
685121.0,155.0
684600.0,167.0
430600.0,151.0
500.0,1.0
533200.0,172.0
405200.0,125.0
1164300.0,250.0
597400.0,199.0
257500.0,61.0
275700.0,109.0
494607.0,123.0
1214900.0,214.0
674200.0,155.0
515600.0,100.0
646400.0,137.0
456600.0,107.0
497800.0,126.0
573600.0,140.0
513000.0,109.0
355100.0,104.0
531500.0,117.0
651800.0,182.0
668000.0,159.0
565500.0,122.0
346000.0,122.0
265200.0,77.0
177500.0,57.0
380800.0,115.0
475100.0,113.0
427400.0,119.0
500500.0,119.0
974100.0,245.0
616100.0,157.0
557200.0,101.0
254700.0,95.0
369900.0,102.0
456500.0,117.0
671500.0,154.0
570300.0,111.0
332200.0,102.0
553000.0,114.0
506500.0,130.0
460400.0,151.0
436200.0,97.0
424800.0,116.0
435500.0,123.0
640400.0,116.0
616600.0,153.0
653500.0,107.0
423400.0,116.0
337100.0,99.0
554600.0,128.0
409600.0,121.0
797800.0,137.0
380800.0,112.0
502100.0,115.0
690700.0,160.0
707400.0,177.0
396400.0,100.0
409800.0,127.0
416900.0,132.0
195100.0,68.0
540300.0,137.0
467200.0,98.0
177600.0,89.0
556300.0,148.0
850900.0,174.0
788400.0,168.0
399000.0,89.0
340100.0,94.0
320200.0,93.0
762700.0,176.0
734200.0,163.0
663400.0,112.0
433500.0,122.0
760900.0,176.0
857000.0,172.0
649300.0,170.0
438700.0,93.0
351100.0,117.0
433900.0,163.0
663800.0,150.0
398700.0,97.0
430800.0,104.0
239800.0,90.0
288400.0,91.0
675600.0,176.0
694700.0,158.0
574100.0,91.0
396900.0,107.0
487700.0,114.0
738600.0,157.0
773200.0,172.0
271700.0,77.0
315000.0,104.0
317000.0,86.0
210500.0,67.0
236500.0,64.0
442300.0,68.0
367500.0,115.0
512300.0,113.0
497600.0,139.0
238000.0,72.0
512700.0,106.0
531100.0,129.0
557400.0,110.0
599600.0,143.0
480400.0,135.0
756900.0,128.0
679200.0,172.0
685121.0,155.0
601577.0,153.0
698100.0,165.0
398100.0,79.0
539200.0,119.0
544139.0,116.0
722600.0,134.0
498200.0,129.0
638900.0,127.0
394100.0,122.0
502193.0,111.0
716100.0,124.0
507400.0,142.0
174400.0,59.0
519200.0,133.0
473800.0,130.0
496800.0,123.0
934900.0,214.0
839400.0,148.0
549300.0,132.0
645100.0,144.0
518100.0,138.0
720400.0,172.0
469400.0,104.0
422700.0,116.0
445100.0,100.0
436500.0,82.0
572500.0,131.0
393300.0,91.0
410997.0,115.0
237300.0,45.0
189800.0,42.0
54300.0,29.0
765700.0,144.0
745100.0,172.0
502193.0,111.0
970700.0,157.0
673800.0,153.0
565100.0,87.0
703600.0,177.0
502193.0,111.0
624900.0,124.0
941600.0,212.0
507500.0,92.0
543800.0,135.0
783000.0,146.0
530900.0,89.0
874500.0,203.0
289500.0,62.0
681300.0,161.0
917200.0,161.0
721000.0,137.0
890800.0,221.0
329500.0,69.0
550200.0,164.0
544139.0,116.0
569073.0,140.0
3200.0,2.0
218300.0,28.0
711900.0,181.0
990900.0,189.0
485800.0,107.0
139700.0,34.0
746600.0,138.0
365500.0,116.0
765000.0,135.0
816700.0,202.0
590100.0,165.0
589600.0,129.0
287400.0,80.0
678400.0,141.0
1057100.0,243.0
581400.0,161.0
178400.0,48.0
313100.0,66.0
176800.0,70.0
263600.0,73.0
261400.0,64.0
208400.0,43.0
228000.0,73.0
235800.0,53.0
288000.0,79.0
190900.0,64.0
285200.0,71.0
331600.0,120.0
236000.0,97.0
577300.0,134.0
368700.0,85.0
274400.0,82.0
349800.0,140.0
375000.0,100.0
523100.0,96.0
305100.0,81.0
706600.0,134.0
26600.0,16.0
811100.0,168.0
1198500.0,229.0
512500.0,136.0
381400.0,121.0
328100.0,96.0
501600.0,133.0
480900.0,95.0
646200.0,167.0
526000.0,103.0
319700.0,96.0
391400.0,98.0
568600.0,114.0
444200.0,116.0
514000.0,115.0
366500.0,101.0
602900.0,129.0
475500.0,96.0
510100.0,152.0
438800.0,93.0
151300.0,74.0
540100.0,112.0
236500.0,70.0
679100.0,143.0
592000.0,118.0
315600.0,101.0
691700.0,146.0
391300.0,79.0
525900.0,153.0
317100.0,80.0
266400.0,101.0
329200.0,94.0
313400.0,95.0
251500.0,80.0
290900.0,68.0
284700.0,97.0
244800.0,83.0
480500.0,97.0
354100.0,108.0
441000.0,88.0
340300.0,91.0
411100.0,94.0
234900.0,46.0
673600.0,158.0
571000.0,105.0
378400.0,119.0
551700.0,111.0
452800.0,107.0
810900.0,181.0
480100.0,96.0
344600.0,109.0
544139.0,116.0
395700.0,94.0
659200.0,172.0
490800.0,108.0
415100.0,117.0
402700.0,96.0
451500.0,114.0
924400.0,176.0
729500.0,124.0
556800.0,129.0
502193.0,111.0
735100.0,152.0
974800.0,206.0
633400.0,121.0
441400.0,128.0
541417.0,121.0
451200.0,102.0
904900.0,187.0
402200.0,112.0
515400.0,131.0
788900.0,159.0
521400.0,106.0
825500.0,186.0
617300.0,110.0
482500.0,113.0
606900.0,148.0
368500.0,96.0
1058300.0,215.0
802700.0,130.0
413300.0,94.0
661300.0,141.0
498100.0,126.0
717400.0,160.0
725900.0,136.0
530700.0,144.0
541417.0,121.0
527400.0,94.0
1085900.0,233.0
541600.0,81.0
237900.0,69.0
467500.0,93.0
1197600.0,185.0
447700.0,93.0
980300.0,154.0
329500.0,88.0
541417.0,121.0
855900.0,152.0
769800.0,137.0
422700.0,84.0
491800.0,125.0
110600.0,29.0
381400.0,91.0
810400.0,224.0
429900.0,72.0
568500.0,143.0
828800.0,144.0
693500.0,112.0
771400.0,162.0
529908.0,103.0
360600.0,109.0
520700.0,109.0
696800.0,121.0
544400.0,179.0
501200.0,87.0
692500.0,168.0
670800.0,133.0
449300.0,124.0
827000.0,190.0
529908.0,103.0
618400.0,148.0
496019.0,101.0
980700.0,174.0
10000.0,3.0
202400.0,57.0
424300.0,112.0
575500.0,208.0
787500.0,149.0
519700.0,157.0
645000.0,116.0
333100.0,147.0
981800.0,225.0
441300.0,84.0
888800.0,200.0
391200.0,96.0
227500.0,96.0
541417.0,121.0
98000.0,57.0
473600.0,150.0
436400.0,80.0
405100.0,121.0
602900.0,111.0
911200.0,179.0
572500.0,181.0
357700.0,78.0
359100.0,119.0
541417.0,121.0
344300.0,80.0
486200.0,174.0
511500.0,108.0
201000.0,69.0
115900.0,38.0
617400.0,130.0
829700.0,165.0
612000.0,105.0
392400.0,122.0
385200.0,97.0
143400.0,36.0
664100.0,166.0
431700.0,107.0
256400.0,88.0
434500.0,99.0
385400.0,86.0
626000.0,159.0
620400.0,123.0
329700.0,113.0
662800.0,129.0
349800.0,68.0
636400.0,171.0
328800.0,97.0
261900.0,113.0
269700.0,101.0
234900.0,62.0
225900.0,97.0
416900.0,93.0
346200.0,91.0
340900.0,91.0
234700.0,50.0
668100.0,169.0
496900.0,105.0
323800.0,97.0
317400.0,88.0
142200.0,54.0
467000.0,137.0
433700.0,95.0
424400.0,110.0
466000.0,106.0
476900.0,104.0
599700.0,151.0
469100.0,90.0
361500.0,104.0
402300.0,96.0
480200.0,86.0
547300.0,169.0
630500.0,108.0
403500.0,115.0
620100.0,126.0
422100.0,75.0
802900.0,180.0
736200.0,125.0
537500.0,137.0
641400.0,127.0
682100.0,116.0
819400.0,190.0
513783.0,94.0
507000.0,137.0
877200.0,169.0
867300.0,143.0
1035000.0,209.0
671000.0,109.0
504100.0,123.0
589960.0,134.0
1177800.0,248.0
1063600.0,203.0
678000.0,105.0
665600.0,137.0
632600.0,153.0
392800.0,85.0
981800.0,193.0
28900.0,14.0
411093.0,114.0
597400.0,138.0
975900.0,249.0
289900.0,101.0
455500.0,89.0
433900.0,105.0
560800.0,156.0
422500.0,103.0
63700.0,34.0
576800.0,104.0
414500.0,116.0
731900.0,145.0
1138900.0,176.0
933700.0,175.0
422300.0,106.0
416300.0,121.0
642800.0,148.0
195000.0,61.0
381300.0,120.0
389300.0,77.0
348800.0,93.0
393600.0,88.0
177400.0,45.0
960200.0,204.0
568200.0,80.0
550200.0,126.0
799000.0,152.0
484200.0,98.0
1059300.0,241.0
62200.0,15.0
376800.0,122.0
739200.0,130.0
148600.0,40.0
1040300.0,228.0
529000.0,82.0
503500.0,153.0
946600.0,169.0
141500.0,52.0
1004400.0,243.0
513783.0,94.0
562200.0,148.0
683690.0,165.0
758400.0,155.0
1101700.0,210.0
480200.0,93.0
409800.0,107.0
856400.0,209.0
361500.0,89.0
740300.0,164.0
488400.0,122.0
382900.0,119.0
769000.0,184.0
565400.0,108.0
848800.0,219.0
506300.0,105.0
344900.0,104.0
209300.0,75.0
475000.0,84.0
489400.0,132.0
848700.0,127.0
519400.0,120.0
618200.0,126.0
325000.0,81.0
505600.0,142.0
421800.0,74.0
365900.0,118.0
373600.0,104.0
389100.0,78.0
634500.0,148.0
666200.0,121.0
335800.0,117.0
449700.0,110.0
489900.0,94.0
734000.0,152.0
511100.0,94.0
413000.0,111.0
462500.0,114.0
447200.0,88.0
606600.0,145.0
456000.0,87.0
338100.0,93.0
427900.0,115.0
385200.0,75.0
766900.0,179.0
